3692398323,	LoL,1977,2,10.24.345.8390,0,360,0,0,0,0,0
3692398323,	LoL,1977,2,10.24.345.8390,0,89,0,0,0,0,0
3692398323,	LoL,1977,2,10.24.345.8390,0,8,0,0,0,0,0
3692398323,	LoL,1977,2,10.24.345.8390,0,89,0,0,0,0,0
3692398323,	LoL,1977,2,10.24.345.8390,0,58,0,0,0,0,0
3692398323,	LoL,1977,2,10.24.345.8390,0,84,0,0,0,0,0
3692398323,	LoL,1977,2,10.24.345.8390,0,104,0,0,0,0,0
3692398323,	LoL,1977,0,10.24.345.8390,1,79,0,VzDRUMS8zroZkwfYBJf47wI8faVExzVQlf_DvJeMv-VUPQ,5,11,17
3692398323,	LoL,1977,2,10.24.345.8390,0,120,0,0,0,0,0
3692398323,	LoL,1977,2,10.24.345.8390,0,82,0,0,0,0,0
3692398323,	LoL,1977,2,10.24.345.8390,0,104,0,0,0,0,0
3692398323,	LoL,1977,0,10.24.345.8390,1,74,0,vPzQA45Nzj2zhsDUVp5OGs9LIfkMwo3dGftl5WIsljFY4qc,3,8,6
3692398323,	LoL,1977,0,10.24.345.8390,1,245,0,8_ZZesVHvsl-HCDcnK-vfpgZXRuT2qBkBDcJhHGjvZVPlFw,3,12,13
3692398323,	LoL,1977,0,10.24.345.8390,1,202,0,F8s8HjfNg8ZMfBtrs8iFlvmZxrQULgNnSutJwJqhKi2uZz4,11,8,10
3692398323,	LoL,1977,0,10.24.345.8390,1,421,0,yie6yPz9RFbnzjOmyrc7ZpiDngYnlgCmXyDnVG5q0YoCAhY,11,10,13
3692398323,	LoL,1977,1,10.24.345.8390,1,164,1,RsGO82UwfVjelxt6KKqZtsdrFD7Wo_ggh3WbhUUou5Anpb9vlwv-bV60,12,6,11
3692398323,	LoL,1977,1,10.24.345.8390,1,50,1,2OuVFVzaOdVCAV__a2lteQJTVvP-B5bpj8EnVvhBvxv4PtM,11,7,15
3692398323,	LoL,1977,1,10.24.345.8390,1,30,1,GFfTeuecIeaOq5sC8wbatiM5wtHMZORGzFn19cQX4THKDLo,18,5,14
3692398323,	LoL,1977,1,10.24.345.8390,1,268,1,tXxo0Ba4gy-t3vFyTuIjJ_KkBW0Zs0IK25cpRWFTRBwBow,6,7,9
3692398323,	LoL,1977,1,10.24.345.8390,1,12,1,tnSJyVS-nyLHVXI3OuI0nHcPtdu60RpZG_XCzEAMLGFlaQ,2,8,27
3692400202,	LoL,651,2,10.24.345.8390,0,98,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,119,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,360,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,-1,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,32,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,134,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,202,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,24,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,360,0,0,0,0,0
3692400202,	LoL,651,2,10.24.345.8390,0,104,0,0,0,0,0
3692400202,	LoL,651,1,10.24.345.8390,1,105,0,qMzFGfMDdd9PO9jKZ7Qy2VJAikWuXN13ZVDKJyz6CZNc168,6,2,3
3692400202,	LoL,651,1,10.24.345.8390,1,141,0,9eqnirsUeH3X8PIPr6reaMlwf0336fT-R3Jxaq7fMn6NMAo,3,0,4
3692400202,	LoL,651,1,10.24.345.8390,1,555,0,LFSGK8TIzpYt-q7m80TIdtfwTI0OcBV-KqpwSQa-oMNiNkg,1,3,10
3692400202,	LoL,651,1,10.24.345.8390,1,145,0,H2hA0WmdK61AhcUzre-JytMGi0p-qq19rEeoejJLdGFGq1EgJBArf8hl,10,2,9
3692400202,	LoL,651,1,10.24.345.8390,1,164,0,pRuWwJh1eNK96SIXyAZ1BsEPXwXFRpdaziQPRsyOr9w2dg,2,2,0
3692400202,	LoL,651,0,10.24.345.8390,1,50,1,oiwvCDT4nYcOwIWUrhxUuIVb0kKrTbG1cDjBKsq6wygxnQ0,1,6,5
3692400202,	LoL,651,0,10.24.345.8390,1,6,1,pbyGlVy8fcIyR_KmsrgAiGsdOSN3e26lSxn_mB6roCOb6w,2,1,0
3692400202,	LoL,651,0,10.24.345.8390,1,203,1,ceNaQfR-ajjPLtsElE9ZVryifXywh5j7WQ1wF3miZm6Njx4,2,5,2
3692400202,	LoL,651,0,10.24.345.8390,1,63,1,3RfQRC_gyyx7Wfo7b0HzB9XZ6HhZe5fmlW4xix09X8Vg34U,0,8,3
3692400202,	LoL,651,0,10.24.345.8390,1,1,1,agp6Zzs8gsymd87ZpIkSTBsAzHiOpeWBIkealEelfX8btw,4,2,3
3692421476,	LoL,1990,0,10.24.345.8390,1,1,0,agp6Zzs8gsymd87ZpIkSTBsAzHiOpeWBIkealEelfX8btw,1,8,2
3692421476,	LoL,1990,2,10.24.345.8390,0,360,0,0,0,0,0
3692421476,	LoL,1990,2,10.24.345.8390,0,84,0,0,0,0,0
3692421476,	LoL,1990,2,10.24.345.8390,0,120,0,0,0,0,0
3692421476,	LoL,1990,2,10.24.345.8390,0,202,0,0,0,0,0
3692421476,	LoL,1990,2,10.24.345.8390,0,114,0,0,0,0,0
3692421476,	LoL,1990,2,10.24.345.8390,0,28,0,0,0,0,0
3692421476,	LoL,1990,2,10.24.345.8390,0,121,0,0,0,0,0
3692421476,	LoL,1990,2,10.24.345.8390,0,141,0,0,0,0,0
